,Id,Name,lat,lng
245,7439,Pears Av / Avenue Rd,43.6755467,-79.3969113
246,7222,Sunnyside - Gus Ryder Pool,43.6376371,-79.454574
247,7284,University Ave / King St W - SMART,43.6476565,-79.3848108
248,7286,Gerrard St E / Broadview Ave  - SMART,43.6654831,-79.35263359999999
249,7232,Queen St W  /  Fuller Ave - SMART,43.6401129,-79.4391036
250,7273,Bay St / Charles St W - SMART,43.6682216,-79.38884639999999
251,7262,Wychwood Ave / Benson Ave - SMART,43.6805329,-79.4228327
252,7268,111 Bond St (North of Dundas St E)  - SMART,43.6570693,-79.3784481
253,7238,Sorauren Ave / Geoffrey St - SMART,43.6490836,-79.4445453
254,7246,Yonge St / Bloor St,43.6702395,-79.3867779
255,7229,Dundas St W / Roncesvalles Ave Green P -SMART,43.63963400000001,-79.44270829999999
256,7221,High Park Subway Station,43.6538364,-79.4668944
257,7288,Humber Bay Shores Park West,43.6279083,-79.4756618
258,7228,King St W / Wilson Park Blvd,43.636631,-79.4415691
259,7234,Roncesvalles Ave / Marmaduke St,43.6504594,-79.45065430000001
260,7224,Bloor St W / High Park Ave (High Park),43.6535492,-79.4652526
261,7243,Exhibition GO Station,43.6358813,-79.4187599
262,7258,Queen St E / Rushbrooke Ave,43.6627907,-79.33226979999999
263,7279,Rosehill Ave / Avoca Ave - SMART,43.687323,-79.3883309
264,7244,Dufferin Gate - SMART,43.6336015,-79.4253112
265,7231,Wright Ave / Sorauren Ave - SMART,43.6464605,-79.44352669999999
266,7295,High Park - West Rd,43.6488917,-79.4678925
267,7247,Howard Park Ave / Dundas St W - SMART,43.6521208,-79.4480955
268,7223,Parkside Dr / Bloor St W - SMART,43.6547025,-79.4599925
269,7278,Mallon Ave / Jones Ave -SMART,43.665857,-79.33415169999999
270,7225,Lake Shore Blvd W / Windermere Ave,43.6351975,-79.4681768
271,7266,Victoria Park Subway Station - SMART,43.6946598,-79.2891314
272,7219,Wolfpack - 7219,43.653226,-79.3831843
273,7291,Lakeshore Blvd E / Parliament St,43.6478348,-79.3612284
274,7293,College St / McCaul St,43.659209,-79.3934968
275,7292,Granby St / Church St - SMART,43.66125580000001,-79.37909359999999
276,7298,Bathurst St / Adelaide St W,43.6448252,-79.4030549
277,7299,Mill St / Parliament St,43.6501923,-79.3621333
278,7297,Havelock St / Dufferin Park,43.657743,-79.4313063
279,7301,Primrose Ave / Davenport Rd - SMART,43.6719433,-79.4460239
280,7303,Queen St E / Woodward Ave,43.6656149,-79.3197556
281,7296,Westmoreland Ave / Fernbank Ave,43.6660861,-79.43255189999999
282,7309,Queen St E / Rhodes Ave,43.6660858,-79.31765299999999
283,7302,Winona Dr / Davenport Rd,43.6747232,-79.4302146
