Id,Name
7762,College St / Henry St 
7824,Warden Subway Station
7895,Keele St / Lloyd Ave
7894,Millwood Rd / Southvale Dr
7919,Armel Ct / Albion Rd
7694,Victoria Park Ave / Dawes Rd
7776,Ferrand Dr / Rochefort Dr
7914,York St / Wellington St W (2)
7859,Mallaby Park 
7839,Lake Shore Blvd W / Seventeenth St
7799,Danforth Ave / Danforth Rd
7865,2700 Eglinton Ave W
7759,The Pond Rd / Shoreham Dr
7819,Avenue Rd / Oxton Ave 
7888,The Kingsway / Ashley Rd
7855,Scarlett Rd / Eileen Ave
7885,Brooklawn Ave / Kingston Rd
7893,Overlea Blvd / Thorncliffe Park Dr
7836,Harvie Ave / Rogers Rd
7751,Willingdon Blvd / Bloor St W (Green P)
7745,Bert Robinson Park
7844,Second St / Lake Shore Blvd W
7800,Brimley Rd / McCowan District Park
7749,Wendover Rd / Bloor St W (Green P)
7737,Kingston Rd / Glen Everest Rd
7923,Trethewey Dr / Jane St
7767,Pioneer Village Subway Station
7834,Glen Long Community Centre
7897,50 Overlea Blvd
7733,Pharmacy Ave / Danforth Ave
7754,Walter Saunders Park
7735,Birchcliff Ave / Kingston Rd
7829,Tiago Ave / Westview Blvd
7884,Bartley Park 
7698,St Clair Ave W / Caledonia Rd
7873,Sentinel Rd / Finch Ave W
7743,Eglinton Ave W / Gilbert Ave
7741,Howard Park Ave / Parkside Dr
7896,Arlington Parkette
7934,19 Glendora Ave
7778,75 Thorncliffe Park Dr
7854,Jane St / Haney Ave
7758,Driftwood Ave / Finch Corridor Trail
7902,Gunns Rd / Lavender Creek Trail
7840,Mabelle Park
7849,Viewmount Park
7878,Weston Rd / Sheppard Ave W
7811,Midland Ave / Kingston Rd
7921,Islington Ave / Finch Ave W
7879,Weston Rd / Lanyard Rd
7877,Jane St / Yorkwoods Gt
7756,Tobermory Dr / Finch Corridor Trail
7876,Jane St / Yewtree Blvd
7825,Kingston Rd / Scarborough Golf Club Rd
7801,Parkcrest Dr / Kingston Rd
7852,York Recreation Centre
7830,Plaxton Dr / St Clair Ave E
7868,Sheppard Ave W / Chesswood Dr
7738,Highview Ave / Kennedy Rd
7740,Sharpe St / Park St (Sandown Park)
7742,Eglinton Ave W / Prospect Cemetery
7774,Grenoble Dr / Deauville Ln
7784,Downsview Park Blvd / Keele St  - SMART
7831,Victoria Park Ave / Edge Park Ave
7812,Bellamy Rd S / Kingston Rd
7828,Wakunda Pl / O'Connor Dr
7806,Danforth Rd / Birchmount Rd 
7782,Downsview Park Subway Station - SMART
7775,Grenoble Dr / Vendome Pl
7872,Keele St / Catford Rd
7874,The Pond Rd / Ian Macdonald Blvd
7875,Oakdale Community Centre
7851,Keele St / Ingram Dr
7883,Wynford Heights Cres / Concorde Pl
7814,Fenwood Ht / Kingston Rd
7920,75 Tandridge Cres
7918,Albion Rd/ Arcot Blvd
7860,Cruickshank Park
7837,Ling Rd / Morningside Ave
7783,60 Carl Hall Rd - SMART
7845,Sixth St / Lake Shore Blvd W
7809,Firvalley Ct / Warden Ave
7931,Symes Rd / Glen Scarlett Rd - SMART
7835,Caledonia Rd / Lotherton Pathway
7869,Sentinel Rd / Sheppard Ave W
7871,Jane St / Lawrence Ave W
7882,Tangiers Rd / Finch Ave W
7853,Trethewey Dr / Black Creek Dr
7861,Emmett Ave
7886,Jane St / Finch Ave W
7880,Lindylou Rd / Lanyard Rd
7905,Palmerston Blvd / Herrick St
7795,519 Church St  - SMART
7793,2 Church St
7690,Bike Shop Test Station
